ETPL_Inst_Code|ETPL_CIP_Code|ETPL_Credential|ETPL_CIP_USHE|ETPL_Program_USHE|ETPL_IPEDS|ETPL_Deg_Intent|ETPL_Year|ETPL_Key|Created_Date|Modified_Date|Inactive
3671|310301|BS|BS|Recreation and Sports Management- All Emphases|5|5|2024|36712024310301BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|310505|BS|BS|Exercise Science (All emphases)|5|5|2024|36712024310505BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|400501|BS|NULL|Chemistry (BS)|5|5|2024|36712024400501BS55|2024-08-15 06:38:11.847|NULL|N
3671|420101|BS|BA/BS|Psychology|5|5|2024|36712024420101BSBA/BS55|2024-08-15 06:38:11.847|NULL|N
3671|430104|AS|AS|Criminal Justice, AS|3|3|2024|36712024430104ASAS33|2024-08-15 06:38:11.847|NULL|N
3671|430104|BS|BA/BS|Criminal Justice/Safety Studies|5|5|2024|36712024430104BSBA/BS55|2024-08-15 06:38:11.847|NULL|N
3671|430104|BS|BS|Criminal Justice- All emphases|5|5|2024|36712024430104BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|451101|BS|BS|Sociology, Applied [BA/BS]|5|5|2024|36712024451101BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|470000|AS|AAS|General Technology- Business Emphasis  AAS|3|3|2024|36712024470000ASAAS33|2024-08-15 06:38:11.847|NULL|N
3671|500102|CT|CERT|Design|1B|1B|2024|36712024500102CTCERT1B1B|2024-08-15 06:38:11.847|NULL|N
3671|500102|BS|BS|Design, All emphases|5|5|2024|36712024500102BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|500701|BS|BA/BS|Art (all emphases)|5|5|2024|36712024500701BSBA/BS55|2024-08-15 06:38:11.847|NULL|N
3671|500702|BS|BFA|Bachelor of Fine Arts in Studio Art- BFA|5|5|2024|36712024500702BSBFA55|2024-08-15 06:38:11.847|NULL|N
3671|500903|BS|BM|Bachelor of Music in Performance|5|5|2024|36712024500903BSBM55|2024-08-15 06:38:11.847|NULL|N
3671|510602|AS|AAS|Dental Hygiene|3|3|2024|36712024510602ASAAS33|2024-08-15 06:38:11.847|NULL|N
3671|510602|BS|BS|Dental Hygiene (BS)|5|5|2024|36712024510602BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|510701|BS|NULL|Healthcare Administration, Bachelor of Applied Science (BAS)|5|5|2024|36712024510701BS55|2024-08-15 06:38:11.847|NULL|N
3671|510806|AS|AAS|Physical Therapist Assistant|3|3|2024|36712024510806ASAAS33|2024-08-15 06:38:11.847|NULL|N
3671|510810|CT|CER|Emergency Medical Technician (EMT)|1B|1B|2024|36712024510810CTCER1B1B|2024-08-15 06:38:11.847|NULL|N
3671|510904|CT|CER0|Advanced Emergency Medical Technician|2|2|2024|36712024510904CTCER022|2024-08-15 06:38:11.847|NULL|N
3671|510904|CT|CER1|Paramedic Certificate of Proficiency|2|2|2024|36712024510904CTCER122|2024-08-15 06:38:11.847|NULL|N
3671|510904|AS|AAS|Emergency Medical Services (EMS), AAS|3|3|2024|36712024510904ASAAS33|2024-08-15 06:38:11.847|NULL|N
3671|510909|CT|CER1|Surgical Technician|1A|1A|2024|36712024510909CTCER11A1A|2024-08-15 06:38:11.847|NULL|N
3671|510909|AS|AAS|Surgical Technology AAS|3|3|2024|36712024510909ASAAS33|2024-08-15 06:38:11.847|NULL|N
3671|510911|AS|AAS|Medical Radiography, AAS|3|3|2024|36712024510911ASAAS33|2024-08-15 06:38:11.847|NULL|N
3671|511005|AS|AAS|Medical Laboratory Science|3|3|2024|36712024511005ASAAS33|2024-08-15 06:38:11.847|NULL|N
3671|511005|BS|NULL|Medical Laboratory Science (BS)|5|5|2024|36712024511005BS55|2024-08-15 06:38:11.847|NULL|N
3671|511009|CT|CER0|Phlebotomy|1A|1A|2024|36712024511009CTCER01A1A|2024-08-15 06:38:11.847|NULL|N
3671|512201|BS|BS|Population Health- All emphases|5|5|2024|36712024512201BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|513801|AS|AAS-ADN|Nursing, AAS|3|3|2024|36712024513801ASAAS-ADN33|2024-08-15 06:38:11.847|NULL|N
3671|513801|BS|BSN|Nursing Pre-Licensure|5|5|2024|36712024513801BSBSN55|2024-08-15 06:38:11.847|NULL|N
3671|513902|CT|CER0 - CNA|Nurse Assistant - CNA|1A|1A|2024|36712024513902CTCER0-CNA1A1A|2024-08-15 06:38:11.847|NULL|N
3671|520201|CT|CERT|Retail Management|1A|1A|2024|36712024520201CTCERT1A1A|2024-08-15 06:38:11.847|NULL|N
3671|520201|AS|NULL|Management, AS|3|3|2024|36712024520201AS33|2024-08-15 06:38:11.847|NULL|N
3671|520201|BS|NULL|Bachelor of Science in Management|5|5|2024|36712024520201BS55|2024-08-15 06:38:11.847|NULL|N
3671|520301|BS|BS|Accounting|5|5|2024|36712024520301BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|520801|BS|BS|Finance (BS)|5|5|2024|36712024520801BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|521201|BS|BS|Information Systems and Analytics|5|5|2024|36712024521201BSBS55|2024-08-15 06:38:11.847|NULL|N
3671|521401|CT|NULL|eMarketing|1B|1B|2024|36712024521401CT1B1B|2024-08-15 06:38:11.847|NULL|N
3671|521401|BS|NULL|Marketing (BA/BS)|5|5|2024|36712024521401BS55|2024-08-15 06:38:11.847|NULL|N
3671|540101|BS|BS|History, BA/BS|5|5|2024|36712024540101BSBS55|2024-08-15 06:38:11.847|NULL|N
3677|011101|BS|NULL|Plant Science: Horticulture and Cropping Systems Emphasis, BS|5|5|2024|36772024011101BS55|2024-08-15 06:38:11.847|NULL|N
3677|030601|BS|NULL|Wildlife Ecology and Management|5|5|2024|36772024030601BS55|2024-08-15 06:38:11.847|NULL|N
3677|040401|BS|NULL|Residential Landscape Design and Construction|5|5|2024|36772024040401BS55|2024-08-15 06:38:11.847|NULL|N
3677|040501|BS|BIAD|Interior Architecture and Design|5|5|2024|36772024040501BSBIAD55|2024-08-15 06:38:11.847|NULL|N
3677|050102|BS|NULL|American Studies - BS, BA|5|5|2024|36772024050102BS55|2024-08-15 06:38:11.847|NULL|N
3677|050103|BS|NULL|Asian Studies - BA|5|5|2024|36772024050103BS55|2024-08-15 06:38:11.847|NULL|N
3677|050199|BS|NULL|International Studies - BA|5|5|2024|36772024050199BS55|2024-08-15 06:38:11.847|NULL|N
3677|090100|BS|NULL|Communication Studies- BA, BS|5|5|2024|36772024090100BS55|2024-08-15 06:38:11.847|NULL|N
3677|090401|BS|NULL|Journalism and Communication: BS, BA|5|5|2024|36772024090401BS55|2024-08-15 06:38:11.847|NULL|N
3677|090907|BS|NULL|Global Communication|5|5|2024|36772024090907BS55|2024-08-15 06:38:11.847|NULL|N
3677|110101|BS|NULL|Computer Science- BS|5|5|2024|36772024110101BS55|2024-08-15 06:38:11.847|NULL|N
3677|110103|CT|NULL|IT Support & Web Development - CC|2|2|2024|36772024110103CT22|2024-08-15 06:38:11.847|NULL|N
3677|110701|CT|NULL|Computer Science Web & Mobile Developer -ICP|2|2|2024|36772024110701CT22|2024-08-15 06:38:11.847|NULL|N
3677|110701|BS|NULL|Computer Science|5|5|2024|36772024110701BS55|2024-08-15 06:38:11.847|NULL|N
3677|110801|CT|CP_DIGT|Digital Design - CP|1B|1B|2024|36772024110801CTCP_DIGT1B1B|2024-08-15 06:38:11.847|NULL|N
3677|110802|BS|NULL|Information Systems (all emphases)|5|5|2024|36772024110802BS55|2024-08-15 06:38:11.847|NULL|N
3677|110802|MS|NULL|Master of Management Information Systems|7|7|2024|36772024110802MS77|2024-08-15 06:38:11.847|NULL|N
3677|120401|AS|NULL|Cosmetology - AAS|3|3|2024|36772024120401AS33|2024-08-15 06:38:11.847|NULL|N
3677|130501|BS|NULL|Human Experience Design and Interaction|5|5|2024|36772024130501BS55|2024-08-15 06:38:11.847|NULL|N
3677|130501|MS|NULL|Instructional Technology and Learning Sciences|7|7|2024|36772024130501MS77|2024-08-15 06:38:11.847|NULL|N
3677|131001|BS|NULL|Special Education: BS, BA (All Emphases)|5|5|2024|36772024131001BS55|2024-08-15 06:38:11.847|NULL|N
3677|131202|BS|NULL|Elementary Education|5|5|2024|36772024131202BS55|2024-08-15 06:38:11.847|NULL|N
3677|131303|BS|NULL|Business Education|5|5|2024|36772024131303BS55|2024-08-15 06:38:11.847|NULL|N
3677|131307|BS|NULL|Health Education and Promotion (all emphases)|5|5|2024|36772024131307BS55|2024-08-15 06:38:11.847|NULL|N
3677|131311|BS|NULL|Mathematics Education: BS, BA|5|5|2024|36772024131311BS55|2024-08-15 06:38:11.847|NULL|N
3677|140801|BS|NULL|Civil Engineering|5|5|2024|36772024140801BS55|2024-08-15 06:38:11.847|NULL|N
3677|140801|MS|NULL|Civil and Environmental Engineering|7|7|2024|36772024140801MS77|2024-08-15 06:38:11.847|NULL|N
3677|141001|BS|NULL|Computer Engineering|5|5|2024|36772024141001BS55|2024-08-15 06:38:11.847|NULL|N
3677|141901|BS|NULL|Mechanical Engineering|5|5|2024|36772024141901BS55|2024-08-15 06:38:11.847|NULL|N
3677|141901|MS|NULL|Mechanical Engineering (all plan options)|7|7|2024|36772024141901MS77|2024-08-15 06:38:11.847|NULL|N
3677|144501|BS|NULL|Biological Engineering - BS|5|5|2024|36772024144501BS55|2024-08-15 06:38:11.847|NULL|N
3677|150403|CT|NULL|Automated Manufacturing (CC)|2|2|2024|36772024150403CT22|2024-08-15 06:38:11.847|NULL|N
3677|150999|CT|MINT 0300, MINT 0115|Underground New Miner + Surface New Miner- Do not Renew|NULL|1B|2024|36772024150999CTMINT0300,MINT0115NU1B|2024-08-15 06:38:11.847|NULL|N
3677|150999|CT|NUDG_MINT_MINING|Mining Education|1A|1B|2024|36772024150999CTNUDG_MINT_MINING1A1B|2024-08-15 06:38:11.847|NULL|N
3677|151302|CT|CC_EDDT|Engineering Drafting and Design Technology - CC|1B|1B|2024|36772024151302CTCC_EDDT1B1B|2024-08-15 06:38:11.847|NULL|N
3677|151307|CT|CP_WEBBUS|Web Business- CP|1B|1B|2024|36772024151307CTCP_WEBBUS1B1B|2024-08-15 06:38:11.847|NULL|N
3677|151501|BS|NULL|Technology Systems: All Emphases (BS)|5|5|2024|36772024151501BS55|2024-08-15 06:38:11.847|NULL|N
3677|190701|BS|NULL|Human Development and Family Studies: All emphases|5|5|2024|36772024190701BS55|2024-08-15 06:38:11.847|NULL|N
3677|190902|BS|NULL|Outdoor Product Design and Development - all emphases - BS|5|5|2024|36772024190902BS55|2024-08-15 06:38:11.847|NULL|N
3677|220001|BS|NULL|Law and Constitutional Studies|5|5|2024|36772024220001BS55|2024-08-15 06:38:11.847|NULL|N
3677|230101|BS|NULL|English|5|5|2024|36772024230101BS55|2024-08-15 06:38:11.847|NULL|N
3677|260101|BS|NULL|Biology|5|5|2024|36772024260101BS55|2024-08-15 06:38:11.847|NULL|N
3677|260202|BS|NULL|Biochemistry|5|5|2024|36772024260202BS55|2024-08-15 06:38:11.847|NULL|N
3677|260707|BS|NULL|Wildlife Science|5|5|2024|36772024260707BS55|2024-08-15 06:38:11.847|NULL|N
3677|260707|BS|ADVS|Animal, Dairy and Veterinary Sciences - BS|5|5|2024|36772024260707BSADVS55|2024-08-15 06:38:11.847|NULL|N
3677|303301|BS|NULL|Landscape Architecture|5|5|2024|36772024303301BS55|2024-08-15 06:38:11.847|NULL|N
3677|307001|CT|NULL|Geographic Information Science (GIS) -Post-Baccalaureate Certificate|6|6|2024|36772024307001CT66|2024-08-15 06:38:11.847|NULL|N
3677|310504|BS|NULL|Recreation Administration|5|5|2024|36772024310504BS55|2024-08-15 06:38:11.847|NULL|N
3677|310505|BS|NULL|Kinesiology- All Emphases|5|5|2024|36772024310505BS55|2024-08-15 06:38:11.847|NULL|N
3677|420101|BS|NULL|Psychology|5|5|2024|36772024420101BS55|2024-08-15 06:38:11.847|NULL|N
3677|420101|MS|NULL|Psychology, Specialization in School Counseling|7|7|2024|36772024420101MS77|2024-08-15 06:38:11.847|NULL|N
3677|430104|AS|NULL|Criminal Justice: AS|3|3|2024|36772024430104AS33|2024-08-15 06:38:11.847|NULL|N
3677|430107|CT|NULL|Police Officers Standards Training (POST) - Certificate of Proficiency|1B|1B|2024|36772024430107CT1B1B|2024-08-15 06:38:11.847|NULL|N
3677|440701|BS|NULL|Social Work|5|5|2024|36772024440701BS55|2024-08-15 06:38:11.847|NULL|N
3677|440701|MS|NULL|Social Work|7|7|2024|36772024440701MS77|2024-08-15 06:38:11.847|NULL|N
3677|450601|BS|NULL|Economics: BA, BS|5|5|2024|36772024450601BS55|2024-08-15 06:38:11.847|NULL|N
3677|450601|MS|NULL|Master of Science in Economics|7|7|2024|36772024450601MS77|2024-08-15 06:38:11.847|NULL|N
3677|451101|BS|NULL|Sociology|5|5|2024|36772024451101BS55|2024-08-15 06:38:11.847|NULL|N
3677|460302|CT|NDUG_WDEV_ELECAP|Apprentice Electrician|2|2|2024|36772024460302CTNDUG_WDEV_ELECAP22|2024-08-15 06:38:11.847|NULL|N
3677|460499|CT|NULL|Building Construction|2|2|2024|36772024460499CT22|2024-08-15 06:38:11.847|NULL|N
3677|470000|AS|NULL|General Technology (AAS Degree)|3|3|2024|36772024470000AS33|2024-08-15 06:38:11.847|NULL|N
3677|470604|CT|CC_AUTO|Automotive Technology - CC|2|2|2024|36772024470604CTCC_AUTO22|2024-08-15 06:38:11.847|NULL|N
3677|470604|AS|AAS_AUTO|Automotive Technology - AAS|3|3|2024|36772024470604ASAAS_AUTO33|2024-08-15 06:38:11.847|NULL|N
3677|470605|AS|NULL|Diesel & Heavy Equipment Mechanics - AAS|3|3|2024|36772024470605AS33|2024-08-15 06:38:11.847|NULL|N
3677|480501|CT|NULL|CNC Machinist - Certificate of Completion|2|2|2024|36772024480501CT22|2024-08-15 06:38:11.847|NULL|N
3677|480508|CT|CC_WELD|Welding Technology - CC|2|2|2024|36772024480508CTCC_WELD22|2024-08-15 06:38:11.847|NULL|N
3677|480508|AS|AAS_WELD|Welding - AAS|3|3|2024|36772024480508ASAAS_WELD33|2024-08-15 06:38:11.847|NULL|N
3677|490202|CT|CC_HETR_1|Commercial Driver's License (CDL)|1B|1B|2024|36772024490202CTCC_HETR_11B1B|2024-08-15 06:38:11.847|NULL|N
3677|490202|CT|CC_HETR_2|Heavy Equipment Operator - Certificate of Proficiency|1B|1B|2024|36772024490202CTCC_HETR_21B1B|2024-08-15 06:38:11.847|NULL|N
3677|490202|CT|CC_HETR_3|Heavy Equipment & Trucking - CC|1B|1B|2024|36772024490202CTCC_HETR_31B1B|2024-08-15 06:38:11.847|NULL|N
3677|510801|CT|51.1004|Medical Assistant Certificate - CC|2|2|2024|36772024510801CT51.100422|2024-08-15 06:38:11.847|NULL|N
3677|510805|CT|51.0805|Pharmacy Technician- Certificate of Completion|2|2|2024|36772024510805CT51.080522|2024-08-15 06:38:11.847|NULL|N
3677|510904|CT|51.0904|Emergency Medical Technician and First Responders - Certificate of Proficiency|1B|1B|2024|36772024510904CT51.09041B1B|2024-08-15 06:38:11.847|NULL|N
3677|510909|AS|51.0909|Surgical Technology- AAS|3|3|2024|36772024510909AS51.090933|2024-08-15 06:38:11.847|NULL|N
3677|511009|CT|51.1009|Phlebotomy - Certificate of Proficiency|1A|1A|2024|36772024511009CT51.10091A1A|2024-08-15 06:38:11.847|NULL|N
3677|511099|AS|NULL|Medical Laboratory Technician - AAS|3|3|2024|36772024511099AS33|2024-08-15 06:38:11.847|NULL|N
3677|513801|AS|AAS_NURS_RN|Nursing - AAS|3|3|2024|36772024513801ASAAS_NURS_RN33|2024-08-15 06:38:11.847|NULL|N
3677|513801|BS|NULL|Nursing: BSN|5|5|2024|36772024513801BS55|2024-08-15 06:38:11.847|NULL|N
3677|513901|CT|NULL|Practical Nurse (PN)|2|2|2024|36772024513901CT22|2024-08-15 06:38:11.847|NULL|N
3677|513902|CT|NDUG_WDEV_CNA|Certified Nursing Assistant (CNA)|1A|1A|2024|36772024513902CTNDUG_WDEV_CNA1A1A|2024-08-15 06:38:11.847|NULL|N
3677|520201|BS|NULL|Management- BA, BS (all emphases)|5|5|2024|36772024520201BS55|2024-08-15 06:38:11.847|NULL|N
3677|520201|MS| 00191571|Business Administration and Management, General|7|7|2024|36772024520201MS0019157177|2024-08-15 06:38:11.847|NULL|N
3677|520201|MS|NULL|Master of Business Administration (MBA)|7|7|2024|36772024520201MS77|2024-08-15 06:38:11.847|NULL|N
3677|520301|BS|NULL|Accounting - BS, BA|5|5|2024|36772024520301BS55|2024-08-15 06:38:11.847|NULL|N
3677|520301|MS|NULL|Accounting - MAcc|7|7|2024|36772024520301MS77|2024-08-15 06:38:11.847|NULL|N
3677|520302|CT|CC_ACCT_1|Professional Bookkeeping - CP|1B|1B|2024|36772024520302CTCC_ACCT_11B1B|2024-08-15 06:38:11.847|NULL|N
3677|520302|CT|CC_ACCT_2|Accounting Practices: CC|1B|1B|2024|36772024520302CTCC_ACCT_21B1B|2024-08-15 06:38:11.847|NULL|N
3677|520703|CT|NULL|Small Business Operations/Entrepreneurism|2|2|2024|36772024520703CT22|2024-08-15 06:38:11.847|NULL|N
3677|520703|AS|NULL|Small Business Operations - AAS|3|3|2024|36772024520703AS33|2024-08-15 06:38:11.847|NULL|N
3677|520801|BS|NULL|Finance: BS, BA|5|5|2024|36772024520801BS55|2024-08-15 06:38:11.847|NULL|N
3677|521301|BS|NULL|Data Analytics - BS, BA|5|5|2024|36772024521301BS55|2024-08-15 06:38:11.847|NULL|N
3677|521401|BS|NULL|Marketing|5|5|2024|36772024521401BS55|2024-08-15 06:38:11.847|NULL|N
3677|540101|BS|NULL|History BA/BS|5|5|2024|36772024540101BS55|2024-08-15 06:38:11.847|NULL|N
3677|011101|BS|NULL|Plant Sciences, General|5|5|2025|36772025011101BS55|2025-08-18 15:53:36.937|NULL|N
3677|030103|CT|NULL|Environmental Studies|17|17|2025|36772025030103CT1717|2025-08-18 15:53:36.937|NULL|N
3677|030601|BS|NULL|Wildlife, Fish and Wildlands Science and Management|5|5|2025|36772025030601BS55|2025-08-18 15:53:36.937|NULL|N
3677|040401|BS|NULL|Environmental Design/Architecture|5|5|2025|36772025040401BS55|2025-08-18 15:53:36.937|NULL|N
3677|040501|BS|BIAD|Interior Architecture|5|5|2025|36772025040501BSBIAD55|2025-08-18 15:53:36.937|NULL|N
3677|050102|BS|NULL|American/United States Studies/Civilization|5|5|2025|36772025050102BS55|2025-08-18 15:53:36.937|NULL|N
3677|050103|BS|NULL|Asian Studies/Civilization|5|5|2025|36772025050103BS55|2025-08-18 15:53:36.937|NULL|N
3677|050199|BS|NULL|Area Studies, Other|5|5|2025|36772025050199BS55|2025-08-18 15:53:36.937|NULL|N
3677|090100|BS|NULL|Communication, General|5|5|2025|36772025090100BS55|2025-08-18 15:53:36.937|NULL|N
3677|090401|BS|NULL|Journalism|5|5|2025|36772025090401BS55|2025-08-18 15:53:36.937|NULL|N
3677|090907|BS|NULL|International and Intercultural Communication|5|5|2025|36772025090907BS55|2025-08-18 15:53:36.937|NULL|N
3677|110101|BS|NULL|Computer and Information Sciences, General|5|5|2025|36772025110101BS55|2025-08-18 15:53:36.937|NULL|N
3677|110103|CT|NULL|Information Technology|2|2|2025|36772025110103CT22|2025-08-18 15:53:36.937|NULL|N
3677|110701|CT|NULL|Computer Science|2|2|2025|36772025110701CT22|2025-08-18 15:53:36.937|NULL|N
3677|110701|BS|NULL|Computer Science|5|5|2025|36772025110701BS55|2025-08-18 15:53:36.937|NULL|N
3677|110701|MS|NULL|Computer Science|7|7|2025|36772025110701MS77|2025-08-18 15:53:36.937|NULL|N
3677|110801|CT|CP_DIGT|Web Page, Digital/Multimedia and Information Resources Design|1B|1B|2025|36772025110801CTCP_DIGT1B1B|2025-08-18 15:53:36.937|NULL|N
3677|110802|BS|NULL|Data Modeling/Warehousing and Database Administration|5|5|2025|36772025110802BS55|2025-08-18 15:53:36.937|NULL|N
3677|110802|MS|NULL|Data Modeling/Warehousing and Database Administration|7|7|2025|36772025110802MS77|2025-08-18 15:53:36.937|NULL|N
3677|120401|AS|NULL|Cosmetology/Cosmetologist, General|3|3|2025|36772025120401AS33|2025-08-18 15:53:36.937|NULL|N
3677|130501|BS|NULL|Educational/Instructional Technology|5|5|2025|36772025130501BS55|2025-08-18 15:53:36.937|NULL|N
3677|130501|MS|NULL|Educational/Instructional Technology|7|7|2025|36772025130501MS77|2025-08-18 15:53:36.937|NULL|N
3677|131001|BS|NULL|Special Education and Teaching, General|5|5|2025|36772025131001BS55|2025-08-18 15:53:36.937|NULL|N
3677|131202|BS|NULL|Elementary Education and Teaching|5|5|2025|36772025131202BS55|2025-08-18 15:53:36.937|NULL|N
3677|131303|BS|NULL|Business Teacher Education|5|5|2025|36772025131303BS55|2025-08-18 15:53:36.937|NULL|N
3677|131307|BS|NULL|Health Teacher Education|5|5|2025|36772025131307BS55|2025-08-18 15:53:36.937|NULL|N
3677|131311|BS|NULL|Mathematics Teacher Education|5|5|2025|36772025131311BS55|2025-08-18 15:53:36.937|NULL|N
3677|140801|BS|NULL|Civil Engineering, General|5|5|2025|36772025140801BS55|2025-08-18 15:53:36.937|NULL|N
3677|140801|MS|NULL|Civil Engineering, General|7|7|2025|36772025140801MS77|2025-08-18 15:53:36.937|NULL|N
3677|141001|BS|NULL|Electrical and Electronics Engineerin|5|5|2025|36772025141001BS55|2025-08-18 15:53:36.937|NULL|N
3677|141901|BS|NULL|Mechanical Engineering|5|5|2025|36772025141901BS55|2025-08-18 15:53:36.937|NULL|N
3677|141901|MS|NULL|Mechanical Engineering|7|7|2025|36772025141901MS77|2025-08-18 15:53:36.937|NULL|N
3677|144501|BS|NULL|Biological/Biosystems Engineering|5|5|2025|36772025144501BS55|2025-08-18 15:53:36.937|NULL|N
3677|150403|CT|NULL|Electromechanical Technology/Electromechanical Engineering Technology|2|2|2025|36772025150403CT22|2025-08-18 15:53:36.937|NULL|N
3677|150999|CT|MINT 0300, MINT 0115|Mining and Petroleum Technologies/Technicians, Other|1B|1B|2025|36772025150999CTMINT 0300, MINT 01151B1B|2025-08-18 15:53:36.937|NULL|N
3677|150999|CT|NUDG_MINT_MINING|Mining and Petroleum Technologies/Technicians, Other|1B|1B|2025|36772025150999CTNUDG_MINT_MINING1B1B|2025-08-18 15:53:36.937|NULL|N
3677|151302|CT|CC_EDDT|CAD/CADD Drafting and/or Design Technology/Technician|1B|1B|2025|36772025151302CTCC_EDDT1B1B|2025-08-18 15:53:36.937|NULL|N
3677|151307|CT|CP_WEBBUS|3-D Modeling and Design Technology/Technician|1B|1B|2025|36772025151307CTCP_WEBBUS1B1B|2025-08-18 15:53:36.937|NULL|N
3677|151501|BS|NULL|Engineering/Industrial Management|5|5|2025|36772025151501BS55|2025-08-18 15:53:36.937|NULL|N
3677|190701|BS|NULL|Human Development and Family Studies, General|5|5|2025|36772025190701BS55|2025-08-18 15:53:36.937|NULL|N
3677|190902|BS|NULL|Apparel and Textile Manufacture|5|5|2025|36772025190902BS55|2025-08-18 15:53:36.937|NULL|N
3677|220001|BS|NULL|Pre-Law Studies|5|5|2025|36772025220001BS55|2025-08-18 15:53:36.937|NULL|N
3677|230101|BS|NULL|English Language and Literature, General|5|5|2025|36772025230101BS55|2025-08-18 15:53:36.937|NULL|N
3677|260101|BS|NULL|Biology/Biological Sciences, General|5|5|2025|36772025260101BS55|2025-08-18 15:53:36.937|NULL|N
3677|260202|BS|NULL|Biochemistry|5|5|2025|36772025260202BS55|2025-08-18 15:53:36.937|NULL|N
3677|260707|BS|NULL|Animal Physiology|5|5|2025|36772025260707BS55|2025-08-18 15:53:36.937|NULL|N
3677|260707|BS|ADVS|Animal Physiology|5|5|2025|36772025260707BSADVS55|2025-08-18 15:53:36.937|NULL|N
3677|301901|BS|NULL|Nutrition Sciences|5|5|2025|36772025301901BS55|2025-08-18 15:53:36.937|NULL|N
3677|301901|MS|NULL|Nutrition Sciences|7|7|2025|36772025301901MS77|2025-08-18 15:53:36.937|NULL|N
3677|303301|BS|NULL|Sustainability Studies|5|5|2025|36772025303301BS55|2025-08-18 15:53:36.937|NULL|N
3677|307001|CT|NULL|Data Science, General|6|6|2025|36772025307001CT66|2025-08-18 15:53:36.937|NULL|N
3677|310504|BS|NULL|Sport and Fitness Administration/Management|5|5|2025|36772025310504BS55|2025-08-18 15:53:36.937|NULL|N
3677|310505|BS|NULL|Kinesiology and Exercise Science|5|5|2025|36772025310505BS55|2025-08-18 15:53:36.937|NULL|N
3677|400501|BS|NULL|Chemistry, General|5|5|2025|36772025400501BS55|2025-08-18 15:53:36.937|NULL|N
